PROVIDER,CLASSIFICATION,DESCRIPTION,PRICE,UNIT
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Uterine Evacuation,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Vaginal Cyst Enucleation,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Cervical Circlage/Shirodkar Suture,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Colporrhaphy - Vaginal wall repair/Colpoperineorrhaphy,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Diagnostic Laparoscopy,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Hydrotubation,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Hymenectomy and repair of Hymen,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,"Instrumental Delivery (Forceps, Vacuum Extraction)",30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Mini Laparotomy,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Repair Of Third Degree Tear,30000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Amputation of the Cervix,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Bilateral tubal ligation,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Broad ligament Haematoma,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,"Caesarean Section, elective, emergency, single live born, twin etc",55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Cervical Cautery,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Edge Resection Of The Ovary,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Examination Under Anaesthesia,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Hysterectomy And Bilateral Salpingo-Oophorectomy,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Hysterectomy/Manchester Repair (all types),55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,"Laparotomy Diagnostic / Therapeutic , Inter- Sex",55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Myomectomy,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Ovarian  Biopsy,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Ovarectomy/Oophrectomy,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Pelvic Haematocoele,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Pelvic Haematocoele,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Pelvic/Abdominal Abscess Drainage,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Reconstruction Of Vagina (e.g. Secondary to vaginal Atresia),55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Reconstruction Surgery E.G Straussman Operation,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Rectovaginal Fistula Repair,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Removal of Ovaries,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Repair Of Inverted Uterus,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Repair Of Perforated Uterus,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Repair Of Ruptured Uterus,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Salpingectomy ( e.g for Ectopic Pregnancy),55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Salpingo-Oophoreictomy,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Tubal Reconstruction,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Ureterovaginal Fistula Repair,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Uterovesical Fistula Repair,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Vaginoclesis,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Ventrosuspension Of The Bladder,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Ventrosuspension Procedures Of Correction Of Uterine Prolapse,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Vesicovaginal Fistula Repair,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGERY,Vulvectomy,55000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PROCEDURE,Aspirations/Paracentesis,2500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PROCEDURE,Critical Care In I.C.U (per day),6000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PROCEDURE,Echocardiography,5000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PROCEDURE,Electrocardiography ( ECG),4000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PROCEDURE,Electro-Encephalography (EEG),15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PROCEDURE,Gastric Lavage,2500,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PROCEDURE,Lumbar Puncture,4000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PROCEDURE,Lung Function Test,5000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PROCEDURE,Nebulisation (per day),2000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PROCEDURE,Oxygen Therapy (per day),15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,PROCEDURE,"Tissue Biopsy (e.g. Liver, Kidney etc)",15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,Above Knee Pop Cast,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,Cylinder Pop Cast,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,Below Knee Pop Cast,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,Boot Pop Cast,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,Above Knee Back Slab,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,Below Knee Back Slab,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,Above Elbow Pop Cast,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,Below Elbow Pop Cast,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,U- Shaped Pop Cast,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,U- Shaped Pop Back Slap,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,Hanging Cast,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,Hip Spica Pop Cast,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,Mineaur Jacket Pop Cast,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,Thoracolumbar Pop Cast,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,Lumber Pop Cast,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,Full Arm Casts,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,Full Leg Casts,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDICS,Scotch Cast,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Amputation - Fingers,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Amputation - Toes,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Chondromectomy,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Excision Biopsy,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Knee Effusion Tap,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Pollicisation Of The Index Finger,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Release Of Chordae,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Surgical Release In Stenosing Tenosynovitis,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Synovectomy,15000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Closed Reduction Of Fracture,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Drainage Of Septic Arthritis,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Exostectomy,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Saucerisation Of Chronically Infected Bone,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Sequestrectomy,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Simple Congenital Talipes Repair,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Skin Traction,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Subperiosteal Drainage Of Acute Osteomyelitis,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Surgical Correction Of Dupuytren's Contracture,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MINOR),Syndactlysis,25000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Amputation and Disarticulation Of Joints,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Amputation and Limb Substitution,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Anterior and posterior spine fixation,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Arthrodesis,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Arthroplasty,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Arthorotomy (+synevectomy),100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Bone Grafting,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Open Reduction And Internal Fixation Of Fractures Of :,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Foot,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Fore- Arm,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Hand,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Leg,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Pectoral Girdle,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Pelvic Girdle,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Ribs,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Thigh,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Upper Arm,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Spinal Column,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),"Osteoclasis, Internal Fixation Of Mal-union",100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),"Reconstruction Surgeries: Acromium, head of femur etc",100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Surgical Repair Of Congenital Talipes Equanovarus/ Valgus,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Tendon Grafting,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Tendon Transplant,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Decompression of carpal tunnel syndrome,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Tenoplasty,100000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),ARTHRITIS  per visit,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),SLIPPED DISC/LOW BACK PAIN  per visit,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Mouth Fracture,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Burns,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),chest physiotherapy,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),post surgical rehabilitation,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Fractures/dislocations/subluxation,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,ORTHOPAEDIC SURGERIES (MAJOR),Spondylosis/scoliosis,1200,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Adventious Burse - Excision,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Bakers Cyst - Excision,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Biopsy Of Oesophageal Mass,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Biopsy of Prostate,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Biopsy Of Tumour  Of Abdominal Wall,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Bursa - Excision,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),"Catheterization Of Urinary Bladder per session (up to three sessions
annually)",20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Cervial Lymphnodes - Excision,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Circumcision of the Grown Up,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Debridement And Toilet of Wounds,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Dermoid Cyst Excision,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Dissection Of Inguinal Nodes,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Dorsal Slit and Reduction of Paraphimosis,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Electrofulgaration of Condylomata Acuminata,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Excision Of Breast Lump,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Excision Of Intrascrostal Mass,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Excision of Neurofibroma,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Excision Of Tophi,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Fibrodenoma - Unilateral,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Ganglion - Excision,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),"Ganglion - Small - Excision D ,",20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Ganglion (Dorsum of Both Wrist) - Excision,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Ganglionectectomy,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Gastroduodenoscopy/ Endoscopies,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Granuloma - Excision,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Granuloma Excision,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Herniotomy,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Incision And Drainage Of Abscess,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Infected Bunion Foot - Excision,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),In-growing Toe Nail ( Excision ),20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Intercostals Drainage Insertion,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Lipectomy,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Liver/ Kidney/ Bone Marrow Biopsy,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Lords Procedure (haemorrhoids),20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Lumpectomy - Excision,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Oeshophagoscopy for foreign body removal,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Paracentesis ( A/C Wash Out ),20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Pericardiocentesis,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Pollicisation of Index Finger,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),"Priapism, Shunt Procedure All Types",20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Proctoscopy,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Punch Biopsy,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Rectal Dilation,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Release of Chordae,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Sebaceous Cyst - Excision,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Sigmoidoscopy,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Sinus - Excision,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Surgical Drainage In Haematoma Of Rectus Abdominis,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Surgical Drainage of Anal Abscess,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Surgical Drainage Of Galactocoele,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Surgical release of Stenosing tenosinovitis,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Suture Of Major Wounds,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Syndactysis,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Synovectomy,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Testicular Biopsy,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Varicocoelectomy,20000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Adenoidectomy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Anal Fistulectomy Repair,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Anal Sphincteroplasty,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Anorectoplasty,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Appendicetomy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Bilateral Cutaneous Ureterostomy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Bilateral Ureteoenterostomy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Branchial Fistula,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Bronchial Cyst,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Bronchoscopy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Cystic Hygroma Excision,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Cystourethroscopy,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Dissection Of Femoral Triangle,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Drainage of Ischio Rectal Abscess,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Drainage of Psoas Abscess,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Enterocele Or Vault Prolapse Repair,35000,
NHIS-USMANU DANFODIYO UNIVERSITY TEACHING HOSPITAL,SURGICAL (MINOR PROCEDURES),Epidedectomy,35000,
